target,text
0,listened to some gooood blues last night too bad i was so beat from scrimmage i could barely keep my eyes open and had to split early
0,am i that disgusting stupid husband wont even make love to me
0,we were suppose to perform at the uefa finale in june but it was cancelled its sucks like hell
0,been away from skewl a week i bet no one has noticed sick of being a nobody
0,why wasnt my friendquotsur fan bday on the community page today
1,im happy that i just beat a hard part in a game
1,im just back from shower lol
0,has never been to the snow
1,i should be back in servie in a couple of hrs wish me luck
0,haha chatty man was ace but dad turned the wifi off without warning me so i was cut off
0,i hate this unusual wether somedays is hot as hell others are as cold as o dogs nose
0,clare is sleepy work was fun though
0,mann i hate wen u sneeze and cough at the same timee it hurtss
0,im here at work on this gorgeous saturday morning im determined to get out of here by noon amp get on the water
1,you crack me up so practical
0,damn brazil down here woke up with major winds and rain byebye summer time
0,hi i missed u x
1,how come you switched accounts which is the one we should abuse you on these days
0,flicking between bones and britains got talent welldone diversity poor susan boyle though bones booth sobs
0,
1,reading from gt very cool thing im going to tweet through communion this morning
1,howdy how are you today
1,i really cant beleive its weeks lt
1,pops finally got called in the docs office hope everything goes good
0,laptop keeps messing up night babes x
0,roanoke for work just not ns oh well it pays and josh is here so i can abuse him
0,damni want to be so wittyand get frustratedjust sit here trying to thinkand nothingdoes that mean im quotsimplequot minded
1,forever the sickest kids amp a rocket to the moon show tonight was so sick lt i had so much fun my ears are still ringing
1,thanks peeples quothair stylingquot never was good at that crap so goooodbye
0,picked up my camera from my mums loads of pics but cant find any batteries to get it to work boooo
0,wtf no pounds lost since i stopped the lemon diet sux
1,thaaaaaaaaaanks
0,saturday is going to be ended soon
1,wish my best friend was still out in san diego with me more weeks
0,im torn between a palmpre and iphone g s the keyboard on the pre is too small for my hands help
1,ha oh i will because im off day lol where have you been
0,give the donkeys a rest plea to visitors over tourist site cruelty geez
0,weird about the text its been tweetsinging with you too bad you would be in montgomery saturday night
1,ha ha well i have my boat license and soon drivers license only time ive killed an engine was trying to drift in a field
0,i feel sick im going to bed early
0,my luggage weighed lbs nice off to colorado for a week then to seattle for a few months gonna miss my daddy
0,the tips dont seem to help though s still hogging the cpu
0,fw nooo the red ring of death
0,if the quality of a weekend is measured by time spent away from a pc then mine was great too bad monday had to come back around
0,aww i think ive worked out whats making me sick coffeee
1,im feeling really good today i slept about am i woke up at am i slept at am and i woke up pm i had very good dreams
1,the mummy returns is on later
0,ill tell you like when i seee youuu damnit letter allowence on here
0,suspect taxman is at fault
0,im so bored im not even tired and im so mad because regret something i didnt do yesterday ughhh im so stupid
0,great work plz keep the tweets coming note im jealous i could not attend
0,morning hun i know im so annoyed that people do that
0,nope it doesnt work
1,this is a great day for a thunderstorm
0,benji looks thin
1,pusing dh akh study tour im comeing
0,potentially no internets for the weekend at home thank god for the metro and the iphoneedge network i never thought id say that
1,haha i love connect poor mabel
1,in english id agree but im thinking the verb in portuguesetwittar eu twittotu twittasele twittas twittando p ver
0,day
1,its my quotgood friendquot wil devry man i miss him he is a good friend of mine on myspace
1,drinking games at am rule
1,it was fun anywaythanks for taking pics with us last minute
1,goodmorning all am ready to hit the road to beat the traffic
1,cool meet u there im gonna drive tho cause thats a long walk up the hill lol before am they got early bird specials
0,i heard an assistant principle died of the swine in ny might be that
0,oh no did i tick you off with too many tweets
1,back from work time for my morning coffee
0,making my bedcuz koko wont do it for me
0,great job on the k today to bad you cant find your official results
1,i love my doggy shes lying on my lap nestling into my leg i love her
0,you have got to be kidding me why cant i sleep ive been tossing and turning for hours trying to decide if i should just get up
1,im amused by the banter between guy and mom ha porn from the library i think not
1,by the way quottrash bratsquot awesome haha
0,wadup gees just here at work always busy on mondays
1,do you know youre up to rm
0,tryin to cheer up a depressed fellow but seems to be being dragged down instead
0,just had a wonderful day with my favorite men and now hw time
1,on iphone safari and firefox i see columns
1,book slow for now interning books though to learn more on publishing they have ecopoetry book up award
1,haha ive been dead ill though so had a nice day in bed
0,i love making coffee got one overboiled the other day and it smells terrible
0,ughh he drives me crazy all because of one dream
1,look who is talking
1,i always work on my websites late at night the coding is fine
0,watching the hills damn its so juicyi just wish he would notice me im invisible to him ehhh
0,follow me please
